#,Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
MCC1314-18638,Manchester City Council,Corporate Services,Proffesional fees,2013-08-30,5100663137,4300.00,Wilde Consultants Ltd
MCC1314-18639,Manchester City Council,Hospitality + Trading Services,I T Provision,2013-08-30,5100663154,768.19,Mouchel Limited
MCC1314-18640,Manchester City Council,Manchester Leisure,Payments for services,2013-08-30,5100663189,1000.00,4CT Limited
MCC1314-18641,Manchester City Council,Chief Executives,Grant and subscriptions awarded,2013-08-30,5100663233,9679.00,Women in Prison Limited
MCC1314-18642,Manchester City Council,Chief Executives,Grant and subscriptions awarded,2013-08-30,5100663235,9679.00,Women in Prison Limited
MCC1314-18643,Manchester City Council,Housing Revenue Account,Proffesional fees,2013-08-30,5100663241,675.00,Civica UK Ltd
MCC1314-18644,Manchester City Council,Chief Executives,Internal Repairs and Maintenance for buildings,2013-08-30,5100663248,906.61,Cofely Ltd
MCC1314-18645,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663285,4936.46,Sellick Partnership (Legal) Ltd
MCC1314-18646,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663290,3450.00,Deekay Technical Recruitment Ltd
MCC1314-18647,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663290,1514.35,Deekay Technical Recruitment Ltd
MCC1314-18648,Manchester City Council,Chief Executives,Vehicle Plant Furniture and Equipment,2013-08-30,5100663292,600.00,Intrinsic Technology Limited
MCC1314-18649,Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2013-08-30,5100663294,110428.00,Willmott Dixon Construction
MCC1314-18650,Manchester City Council,Childrens Services,Agency staff provision,2013-08-30,5100663297,599.43,Eyears
MCC1314-18651,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663303,1920.80,HR GO Recruitment Healthcare
MCC1314-18652,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663312,1323.06,HR GO Recruitment Healthcare
MCC1314-18653,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-08-30,5100663323,90943.58,Addiction Dependency Solutions
MCC1314-18654,Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,2013-08-30,5100663328,77962.57,Manchester Working Ltd
MCC1314-18655,Manchester City Council,Adult Social Care,Funeral and coroner related services,2013-08-30,5100663347,1050.00,Funeral Prtnrs t/a Michael Kennedy
MCC1314-18656,Manchester City Council,Corporate Services,Delapidations Costs,2013-08-30,5100663349,1000.00,GVA Grimley Ltd
MCC1314-18657,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663350,8643.76,Computerland Uk Ltd
MCC1314-18658,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663351,2194.50,Computerland Uk Ltd
MCC1314-18659,Manchester City Council,Adult Social Care,Funeral and coroner related services,2013-08-30,5100663352,3177.00,Funeral Prtnrs t/a Michael Kennedy
MCC1314-18660,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663359,1538.04,Computerland Uk Ltd
MCC1314-18661,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663360,769.02,Computerland Uk Ltd
MCC1314-18662,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663361,15569.28,Computerland Uk Ltd
MCC1314-18663,Manchester City Council,Adult Social Care,Subsistence and Conference Expenses,2013-08-30,5100663366,3300.00,The Audience Agency
MCC1314-18664,Manchester City Council,Corporate Services,Payments to Sub-Contractors,2013-08-30,5100663368,3960.00,Malcom Hughes Land Surveyors Ltd
MCC1314-18665,Manchester City Council,Regeneration Finance,Third party payments relating to Voluntary Organisations,2013-08-30,5100663370,4680.00,Waters Edge Arts Ltd
MCC1314-18666,Manchester City Council,Corporate Services,Training and Development,2013-08-30,5100663380,850.00,NES AIM Academy
MCC1314-18667,Manchester City Council,Manchester Leisure,Equipment,2013-08-30,5100663388,1245.00,Groundwork Landscapes Ltd
MCC1314-18668,Manchester City Council,Corporate Services,Proffesional fees,2013-08-30,5100663400,1468.60,Keelagher Okey Associates Ltd t/a
MCC1314-18669,Manchester City Council,Hospitality + Trading Services,Hire of Machinery,2013-08-30,5100663432,564.00,Fast Hire UK
MCC1314-18670,Manchester City Council,Hospitality + Trading Services,Courier Costs,2013-08-30,5100663433,747.16,Scalamander Business Services Ltd
MCC1314-18671,Manchester City Council,Hospitality + Trading Services,Courier Costs,2013-08-30,5100663434,747.16,Scalamander Business Services Ltd
MCC1314-18672,Manchester City Council,Hospitality + Trading Services,Courier Costs,2013-08-30,5100663435,747.16,Scalamander Business Services Ltd
MCC1314-18673,Manchester City Council,Hospitality + Trading Services,Courier Costs,2013-08-30,5100663436,747.16,Scalamander Business Services Ltd
MCC1314-18674,Manchester City Council,Libraries and Theatres,Training and Development,2013-08-30,5100663440,1182.50,Enterprise Manchester TRADE
MCC1314-18675,Manchester City Council,Environment and Operations,Equipment,2013-08-30,5100663454,1894.12,Amey Highways Lighting (Manchester)
MCC1314-18676,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663455,10514.35,Amey Highways Lighting (Manchester)
MCC1314-18677,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-08-30,5100663484,1273.66,MCCR
MCC1314-18678,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-08-30,5100663486,1428.01,MCCR
MCC1314-18679,Manchester City Council,Environment and Operations,Grant and subscriptions awarded,2013-08-30,5100663504,20314.62,Greater Manchester Police
MCC1314-18680,Manchester City Council,Adult Social Care,Agency staff provision,2013-08-30,5100663512,-780.26,Network Ventures Ltd T/A Topcare
MCC1314-18681,Manchester City Council,Chief Executives,Agency staff provision,2013-08-30,5100663514,-626.44,Network Ventures Ltd T/A Topcare
MCC1314-18682,Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,2013-08-30,5100663525,11000.00,Stockport Mbc
MCC1314-18683,Manchester City Council,AGMA New Economy,Seconded Employees,2013-08-30,5100663530,30590.44,Wigan Metropolitan Borough Council
MCC1314-18684,Manchester City Council,GMIST (Greater Mcr Integrated),Seconded Employees,2013-08-30,5100663530,59336.73,Wigan Metropolitan Borough Council
MCC1314-18685,Manchester City Council,Adult Social Care,Payments for services,2013-08-30,5100663538,4895.00,NHS Manchester Primary Care Trust
MCC1314-18686,Manchester City Council,Childrens Services,Transport Coach Hire,2013-08-30,5100663553,5646.00,T/A Schools Direct
MCC1314-18687,Manchester City Council,Chief Executives,Hire of Equipment,2013-08-30,5100663556,656.40,John F Hunt Power Services
MCC1314-18688,Manchester City Council,Chief Executives,Printing,2013-08-30,5100663561,1320.00,Browns Digital Ltd
MCC1314-18689,Manchester City Council,Adult Social Care,Supporting People Payments,2013-08-30,5100663568,6713.30,Turning Point Services
MCC1314-18690,Manchester City Council,Corporate Services,Agency staff provision,2013-08-30,5100663572,17079.83,HM Treasury
MCC1314-18691,Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,2013-08-30,5100663574,295540.00,Crime Reduction Initiatives
MCC1314-18692,Manchester City Council,Libraries and Theatres,Payments to Sub-Contractors,2013-08-30,5100663576,1390.00,GTS Steam Cleaners
MCC1314-18693,Manchester City Council,Adult Social Care,Radio Charges,2013-08-30,5100663579,583.00,Nextelecom Ltd
MCC1314-18694,Manchester City Council,Adult Social Care,Payments for services,2013-08-30,5100663584,9121.25,NHS Manchester Primary Care Trust
MCC1314-18695,Manchester City Council,Manchester Leisure,Proffesional fees,2013-08-30,5100663585,3509.00,Event Technical Support
MCC1314-18696,Manchester City Council,Manchester Leisure,Variation Orders,2013-08-30,5100663599,875.00,Groundwork Landscapes Ltd
MCC1314-18697,Manchester City Council,Chief Executives,Printing,2013-08-30,5100663606,689.00,Hudson & Pearson
MCC1314-18698,Manchester City Council,Childrens Services,I T Provision,2013-08-30,5100663610,603.00,Computeam Limited
MCC1314-18699,Manchester City Council,Corporate Services,External repairs and maintenance for buildings,2013-08-30,5100663614,10275.00,Protek SFE Ltd t/a Shelter Solution
MCC1314-18700,Manchester City Council,Chief Executives,Printing,2013-08-30,5100663617,8395.00,Hudson & Pearson
MCC1314-18701,Manchester City Council,Chief Executives,Printing,2013-08-30,5100663617,555.00,Hudson & Pearson
MCC1314-18702,Manchester City Council,Chief Executives,Machinery and equipment repairs,2013-08-30,5100663624,695.00,Alphatec 2000 Ltd
MCC1314-18703,Manchester City Council,Childrens Services,Payments for services,2013-08-30,5100663632,1500.00,SEN Voice Ltd
MCC1314-18704,Manchester City Council,Childrens Services,Third party payments to other Local Authorities,2013-08-30,5100663633,370418.84,Bury Metro
MCC1314-18705,Manchester City Council,Corporate Services,Renoval and Storage of Furniture,2013-08-30,5100663635,1052.08,BCL
MCC1314-18706,Manchester City Council,Adult Social Care,Equipment,2013-08-30,5100663646,600.00,NRS Healthcare
MCC1314-18707,Manchester City Council,Environment and Operations,Refuse Collection,2013-08-30,5100663648,19691.40,Unicorn Containers Ltd
MCC1314-18708,Manchester City Council,Hospitality + Trading Services,Vehicle Costs,2013-08-30,5100663656,1090.00,Tecalemit Garage Equipment Co.Ltd
MCC1314-18709,Manchester City Council,Environment and Operations,Vehicle Fuel Costs,2013-08-30,5100663662,662.70,Carlton Fuels Ltd
MCC1314-18710,Manchester City Council,Hospitality + Trading Services,Vehicle Parts/Spares,2013-08-30,5100663671,615.43,Johnston Sweepers
MCC1314-18711,Manchester City Council,Manchester Leisure,Proffesional fees,2013-08-30,5100663683,1950.00,International Sport Group Limited
MCC1314-18712,Manchester City Council,Manchester Leisure,Proffesional fees,2013-08-30,5100663689,1065.00,International Sport Group Limited
MCC1314-18713,Manchester City Council,Manchester Leisure,Proffesional fees,2013-08-30,5100663690,1900.00,International Sport Group Limited
MCC1314-18714,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663691,2992.00,Groundwork Landscapes Ltd
MCC1314-18715,Manchester City Council,Environment and Operations,Refuse Collection,2013-08-30,5100663713,4815.50,Unicorn Containers Ltd
MCC1314-18716,Manchester City Council,Adult Social Care,Equipment,2013-08-30,5100663739,2819.50,Aidapt Bathrooms Ltd
MCC1314-18717,Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,2013-08-30,5100663747,7476.00,Mace Ltd
MCC1314-18718,Manchester City Council,Adult Social Care,Rents,2013-08-30,5100663765,11835.00,Coleman Investments Ltd
MCC1314-18719,Manchester City Council,Hospitality + Trading Services,I T Provision,2013-08-30,5100663769,1639.66,Mouchel Limited
MCC1314-18720,Manchester City Council,Adult Social Care,Rents,2013-08-30,5100663770,2612.74,Coleman Investments Ltd
MCC1314-18721,Manchester City Council,Manchester Leisure,Subsistence and Conference Expenses,2013-08-30,5100663778,40000.00,The Lowry Hotel
MCC1314-18722,Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,2013-08-30,5100663792,50697.94,Cruden Group Ltd
MCC1314-18723,Manchester City Council,Childrens Services,Transport Coach Hire,2013-08-30,5100663804,29911.00,APTSL
MCC1314-18724,Manchester City Council,Childrens Services,Transport Coach Hire,2013-08-30,5100663805,11385.00,APTSL
MCC1314-18725,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663808,2250.00,Kenny Bros (Civil Eng) Ltd
MCC1314-18726,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663809,2250.00,Kenny Bros (Civil Eng) Ltd
MCC1314-18727,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663811,4008.89,Kenny Bros (Civil Eng) Ltd
MCC1314-18728,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663812,1143.95,Kenny Bros (Civil Eng) Ltd
MCC1314-18729,Manchester City Council,Hospitality + Trading Services,Payments to Sub-Contractors,2013-08-30,5100663813,1133.57,Kenny Bros (Civil Eng) Ltd
MCC1314-18730,Manchester City Council,Environment and Operations,Private Finance and Public Private partnership initiatives,2013-08-30,5100663818,592312.24,Amey Highways Lighting (Manchester)
MCC1314-18731,Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-08-30,5100663827,13572.19,Burnt Tree Group Ltd
MCC1314-18732,Manchester City Council,Chief Executives,Training and Development,2013-08-30,5100663838,995.00,Xchange Training
MCC1314-18733,Manchester City Council,Childrens Services,External repairs and maintenance for buildings,2013-08-30,5100663842,28125.28,Cruden Group Ltd
MCC1314-18734,Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,2013-08-30,5100663850,929.50,Burnt Tree Group Ltd
MCC1314-18735,Manchester City Council,Childrens Services,Storage Costs,2013-08-30,5100663859,1000.00,Shred-It Ltd
MCC1314-18736,Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,2013-08-30,5100663861,11242.11,Cruden Group Ltd
MCC1314-18737,Manchester City Council,Chief Executives,Construction Works,2013-08-30,5100663862,14739.93,GMCA
MCC1314-18738,Manchester City Council,Corporate Services,I T Provision,2013-08-30,5100663864,12990.70,Capita Business Services Ltd
MCC1314-18739,Manchester City Council,Corporate Services,Payments to Sub-Contractors,2013-08-30,5100663865,979.70,GMCA
MCC1314-18740,Manchester City Council,Corporate Services,Payments to Sub-Contractors,2013-08-30,5100663868,3562.80,GMCA
MCC1314-18741,Manchester City Council,Chief Executives,Infrastructure Fees,2013-08-30,5100663876,15196.32,GMCA
MCC1314-18742,Manchester City Council,Manchester Leisure,Postage,2013-08-30,5100663881,1293.50,PSC Systems
MCC1314-18743,Manchester City Council,Manchester Leisure,Postage,2013-08-30,5100663889,743.16,PSC Systems
MCC1314-18744,Manchester City Council,Manchester Leisure,Postage,2013-08-30,5100663890,534.12,PSC Systems
MCC1314-18745,Manchester City Council,Childrens Services,I T Provision,2013-08-30,5100663893,1983.36,Computerland Uk Ltd
MCC1314-18746,Manchester City Council,Corporate Services,Cleaning Equipment and Materials,2013-08-30,5100663898,1186.50,Alliance Disposables Ltd
MCC1314-18747,Manchester City Council,Corporate Services,Payments to Sub-Contractors,2013-08-30,5100663906,8100.35,GMCA
MCC1314-18748,Manchester City Council,Corporate Services,Payments to Sub-Contractors,2013-08-30,5100663912,1295.40,GMCA
